,Date,ITS_LIVE Mean Velocity,Mask Ratio
996,2018-12-09,1341.9,0.403
998,2018-12-10,1838.0,0.753
999,2018-12-12,1742.7,0.697
1000,2018-12-13,1706.9,0.702
1002,2018-12-15,1387.1,0.497
1004,2018-12-16,1731.3,0.758
1005,2018-12-18,1630.5,0.639
1006,2018-12-19,1582.4,0.583
1008,2018-12-21,1332.6,0.439
1010,2018-12-22,1631.4,0.599
1011,2018-12-24,1673.5,0.569
1012,2018-12-25,1639.2,0.595
1014,2018-12-27,1356.6,0.431
1016,2018-12-28,1849.0,0.694
1017,2018-12-30,1785.6,0.684
1018,2018-12-31,1755.1,0.679
1020,2019-01-02,1320.8,0.462
1022,2019-01-03,1798.9,0.717
1023,2019-01-05,1615.7,0.569
1024,2019-01-06,1747.0,0.67
1026,2019-01-08,1476.1,0.497
1028,2019-01-09,1721.4,0.717
1029,2019-01-11,1882.9,0.722
1030,2019-01-12,1689.6,0.642
1032,2019-01-14,1446.8,0.494
1034,2019-01-15,1784.7,0.715
1035,2019-01-17,1704.8,0.678
1036,2019-01-18,1789.1,0.763
1038,2019-01-20,1380.3,0.476
1040,2019-01-21,1875.4,0.749
1041,2019-01-23,1645.8,0.639
1042,2019-01-24,1652.8,0.591
1044,2019-01-26,1435.2,0.462
1046,2019-01-27,1830.5,0.696
1047,2019-01-29,1780.7,0.71
1048,2019-01-30,1865.9,0.774
1050,2019-02-01,1630.0,0.6
1052,2019-02-02,1807.5,0.802
1053,2019-02-04,1863.8,0.733
1054,2019-02-05,1769.4,0.797
1056,2019-02-07,1477.7,0.462
1058,2019-02-08,1886.2,0.761
1059,2019-02-10,1799.5,0.685
1060,2019-02-11,2048.2,0.811
1062,2019-02-13,1447.5,0.465
1064,2019-02-14,1961.6,0.77
1065,2019-02-16,1779.6,0.657
1066,2019-02-17,1718.0,0.634
1068,2019-02-19,1376.1,0.426
1070,2019-02-20,1843.8,0.72
1071,2019-02-22,1677.9,0.623
1072,2019-02-23,1750.3,0.632
1074,2019-02-25,1468.6,0.426
1076,2019-02-26,1902.1,0.655
1077,2019-02-28,1818.3,0.649
1078,2019-03-01,1741.6,0.656
1081,2019-03-03,1846.8,0.766
1084,2019-03-04,1958.4,0.832
1085,2019-03-06,1940.7,0.711
1086,2019-03-07,1596.7,0.535
1088,2019-03-09,1492.0,0.44
1090,2019-03-10,1582.1,0.572
1091,2019-03-12,1642.5,0.584
1092,2019-03-13,1680.6,0.628
1094,2019-03-15,1370.6,0.427
1096,2019-03-16,1900.9,0.835
1097,2019-03-18,1783.4,0.698
1098,2019-03-19,1826.9,0.769
1100,2019-03-21,1716.4,0.644
1102,2019-03-22,1860.6,0.728
1103,2019-03-24,1853.2,0.721
1104,2019-03-25,1815.2,0.773
1106,2019-03-27,1400.8,0.464
1108,2019-03-28,1738.5,0.653
1109,2019-03-30,1723.1,0.641
1110,2019-03-31,1789.5,0.651
1112,2019-04-02,1544.2,0.458
1114,2019-04-03,1917.9,0.742
1115,2019-04-05,1737.7,0.619
1116,2019-04-06,1760.2,0.683
1118,2019-04-08,1613.9,0.568
1120,2019-04-09,1812.0,0.653
1121,2019-04-11,1723.2,0.652
1122,2019-04-12,1737.3,0.671
1124,2019-04-13,1427.4,0.462
1125,2019-04-14,1429.3,0.407
1127,2019-04-15,1578.5,0.643
1128,2019-04-17,1901.9,0.733
1129,2019-04-18,1917.7,0.804
1131,2019-04-20,1654.5,0.587
1133,2019-04-21,1578.4,0.674
1134,2019-04-23,1784.5,0.656
1136,2019-04-24,1702.1,0.644
1137,2019-04-25,1698.8,0.621
1138,2019-04-26,1556.6,0.564
1140,2019-04-27,2053.9,0.738
1141,2019-04-29,1870.0,0.737
1142,2019-04-30,1766.8,0.715
1144,2019-05-02,1978.3,0.81
1147,2019-05-03,1891.9,0.819
1148,2019-05-04,1960.9,0.807
1149,2019-05-05,1882.2,0.805
1150,2019-05-06,1953.2,0.817
1152,2019-05-07,2014.3,0.835
1156,2019-05-08,1859.0,0.707
1158,2019-05-09,1985.2,0.833
1159,2019-05-11,1905.4,0.743
1161,2019-05-12,1897.5,0.775
1163,2019-05-13,1982.2,0.801
1169,2019-05-14,1898.9,0.694
1177,2019-05-15,1883.4,0.74
1179,2019-05-17,1984.8,0.763
1187,2019-05-18,2075.8,0.807
1194,2019-05-19,1904.8,0.67
1196,2019-05-20,1994.2,0.742
1202,2019-05-21,2020.8,0.784
1203,2019-05-22,2154.7,0.804
1204,2019-05-23,2102.9,0.799
1211,2019-05-24,2109.9,0.778
1214,2019-05-25,2043.3,0.718
1220,2019-05-26,1912.8,0.662
1221,2019-05-27,2141.4,0.776
1228,2019-05-28,2133.7,0.792
1234,2019-05-29,1965.8,0.721
1236,2019-05-30,2011.0,0.744
1238,2019-05-31,1923.1,0.686
1239,2019-06-01,1989.9,0.67
1240,2019-06-02,2005.3,0.803
1243,2019-06-03,1961.0,0.728
1244,2019-06-05,1965.2,0.718
1246,2019-06-06,2018.6,0.758
1249,2019-06-07,2056.5,0.71
1251,2019-06-08,1989.9,0.75
1252,2019-06-11,2234.0,0.797
1255,2019-06-12,1865.1,0.63
1256,2019-06-14,2030.6,0.783
1261,2019-06-17,1770.9,0.762
1263,2019-06-18,1795.6,0.711
1264,2019-06-19,1723.4,0.689
1266,2019-06-20,1693.7,0.732
1267,2019-06-21,1675.4,0.613
1268,2019-06-22,1822.1,0.784
1274,2019-06-23,1732.9,0.758
1277,2019-06-24,1685.9,0.671
1285,2019-06-26,1689.6,0.744
1292,2019-06-27,1799.4,0.768
1298,2019-06-28,1818.0,0.78
1301,2019-06-29,1786.3,0.777
1309,2019-07-01,1835.7,0.776
1318,2019-07-02,1688.9,0.782
1319,2019-07-03,1768.5,0.748
1321,2019-07-04,1755.8,0.738
1328,2019-07-05,1602.5,0.718
1329,2019-07-06,1756.8,0.802
1331,2019-07-07,1781.6,0.793
1340,2019-07-08,1691.7,0.755
1341,2019-07-10,1630.6,0.741
1342,2019-07-11,1718.3,0.811
1345,2019-07-13,1512.0,0.678
1350,2019-07-14,1543.8,0.791
1351,2019-07-16,1534.0,0.742
1362,2019-07-17,1507.0,0.749
1363,2019-07-18,1539.3,0.686
1364,2019-07-19,1561.0,0.773
1369,2019-07-20,1553.0,0.735
1371,2019-07-21,1600.0,0.748
1374,2019-07-22,1543.8,0.723
1375,2019-07-23,1578.5,0.744
1380,2019-07-24,1560.6,0.765
1383,2019-07-25,1505.7,0.702
1388,2019-07-26,1474.7,0.775
1389,2019-07-27,1563.8,0.787
1395,2019-07-28,1494.8,0.773
1400,2019-07-29,1607.1,0.796
1407,2019-07-30,1371.5,0.702
1408,2019-07-31,1673.4,0.772
1413,2019-08-01,1639.8,0.78
1424,2019-08-03,1436.1,0.778
1434,2019-08-04,1387.2,0.751
1436,2019-08-05,1425.5,0.737
1445,2019-08-06,1402.6,0.783
1452,2019-08-07,1325.9,0.747
1455,2019-08-08,1394.2,0.791
1464,2019-08-09,1313.2,0.689
1467,2019-08-10,1368.0,0.779
1471,2019-08-11,1404.6,0.793
1478,2019-08-12,1269.6,0.675
